 1.57775000e-07  2.98766165e-08  1.57775000e-07  3.30000000e+00  1.57775000e-07  3.30000000e+00  1.57775000e-07  1.76892423e-07 
 1.57825000e-07  2.98766169e-08  1.57825000e-07  3.30000000e+00  1.57825000e-07  3.30000000e+00  1.57825000e-07 -1.76927077e-07 
 1.57875000e-07  2.98766169e-08  1.57875000e-07  3.30000000e+00  1.57875000e-07  3.30000000e+00  1.57875000e-07  1.76892423e-07 
 1.57925000e-07  2.98766167e-08  1.57925000e-07  3.30000000e+00  1.57925000e-07  3.30000000e+00  1.57925000e-07 -1.76927077e-07 
 1.57975000e-07  2.98766168e-08  1.57975000e-07  3.30000000e+00  1.57975000e-07  3.30000000e+00  1.57975000e-07  1.76892423e-07 
 1.58025000e-07  2.98766167e-08  1.58025000e-07  3.30000000e+00  1.58025000e-07  3.30000000e+00  1.58025000e-07 -1.76927077e-07 
 1.58075000e-07  2.98766165e-08  1.58075000e-07  3.30000000e+00  1.58075000e-07  3.30000000e+00  1.58075000e-07  1.76892423e-07 
 1.58125000e-07  2.98766167e-08  1.58125000e-07  3.30000000e+00  1.58125000e-07  3.30000000e+00  1.58125000e-07 -1.76927077e-07 
 1.58175000e-07  2.98766163e-08  1.58175000e-07  3.30000000e+00  1.58175000e-07  3.30000000e+00  1.58175000e-07  1.76892423e-07 
 1.58225000e-07  2.98766159e-08  1.58225000e-07  3.30000000e+00  1.58225000e-07  3.30000000e+00  1.58225000e-07 -1.76927077e-07 
 1.58275000e-07  2.98766161e-08  1.58275000e-07  3.30000000e+00  1.58275000e-07  3.30000000e+00  1.58275000e-07  1.76892423e-07 
 1.58325000e-07  2.98766162e-08  1.58325000e-07  3.30000000e+00  1.58325000e-07  3.30000000e+00  1.58325000e-07 -1.76927077e-07 
 1.58375000e-07  2.98766159e-08  1.58375000e-07  3.30000000e+00  1.58375000e-07  3.30000000e+00  1.58375000e-07  1.76892423e-07 
 1.58425000e-07  2.98766167e-08  1.58425000e-07  3.30000000e+00  1.58425000e-07  3.30000000e+00  1.58425000e-07 -1.76927077e-07 
 1.58475000e-07  2.98766159e-08  1.58475000e-07  3.30000000e+00  1.58475000e-07  3.30000000e+00  1.58475000e-07  1.76892423e-07 
 1.58525000e-07  2.98766161e-08  1.58525000e-07  3.30000000e+00  1.58525000e-07  3.30000000e+00  1.58525000e-07 -1.76927077e-07 
 1.58575000e-07  2.98766164e-08  1.58575000e-07  3.30000000e+00  1.58575000e-07  3.30000000e+00  1.58575000e-07  1.76892423e-07 
 1.58625000e-07  2.98766166e-08  1.58625000e-07  3.30000000e+00  1.58625000e-07  3.30000000e+00  1.58625000e-07 -1.76927077e-07 
 1.58675000e-07  2.98766166e-08  1.58675000e-07  3.30000000e+00  1.58675000e-07  3.30000000e+00  1.58675000e-07  1.76892423e-07 
 1.58725000e-07  2.98766165e-08  1.58725000e-07  3.30000000e+00  1.58725000e-07  3.30000000e+00  1.58725000e-07 -1.76927077e-07 
 1.58775000e-07  2.98766160e-08  1.58775000e-07  3.30000000e+00  1.58775000e-07  3.30000000e+00  1.58775000e-07  1.76892423e-07 
 1.58825000e-07  2.98766151e-08  1.58825000e-07  3.30000000e+00  1.58825000e-07  3.30000000e+00  1.58825000e-07 -1.76927077e-07 
 1.58875000e-07  2.98766157e-08  1.58875000e-07  3.30000000e+00  1.58875000e-07  3.30000000e+00  1.58875000e-07  1.76892423e-07 
 1.58925000e-07  2.98766164e-08  1.58925000e-07  3.30000000e+00  1.58925000e-07  3.30000000e+00  1.58925000e-07 -1.76927077e-07 
 1.58975000e-07  2.98766163e-08  1.58975000e-07  3.30000000e+00  1.58975000e-07  3.30000000e+00  1.58975000e-07  1.76892423e-07 
 1.59025000e-07  2.98766166e-08  1.59025000e-07  3.30000000e+00  1.59025000e-07  3.30000000e+00  1.59025000e-07 -1.76927077e-07 
 1.59075000e-07  2.98766160e-08  1.59075000e-07  3.30000000e+00  1.59075000e-07  3.30000000e+00  1.59075000e-07  1.76892423e-07 
 1.59125000e-07  2.98766157e-08  1.59125000e-07  3.30000000e+00  1.59125000e-07  3.30000000e+00  1.59125000e-07 -1.76927077e-07 
 1.59175000e-07  2.98766152e-08  1.59175000e-07  3.30000000e+00  1.59175000e-07  3.30000000e+00  1.59175000e-07  1.76892423e-07 
 1.59225000e-07  2.98766160e-08  1.59225000e-07  3.30000000e+00  1.59225000e-07  3.30000000e+00  1.59225000e-07 -1.76927077e-07 
 1.59275000e-07  2.98766162e-08  1.59275000e-07  3.30000000e+00  1.59275000e-07  3.30000000e+00  1.59275000e-07  1.76892423e-07 
 1.59325000e-07  2.98766164e-08  1.59325000e-07  3.30000000e+00  1.59325000e-07  3.30000000e+00  1.59325000e-07 -1.76927077e-07 
 1.59375000e-07  2.98766168e-08  1.59375000e-07  3.30000000e+00  1.59375000e-07  3.30000000e+00  1.59375000e-07  1.76892423e-07 
 1.59425000e-07  2.98766160e-08  1.59425000e-07  3.30000000e+00  1.59425000e-07  3.30000000e+00  1.59425000e-07 -1.76927077e-07 
 1.59475000e-07  2.98766159e-08  1.59475000e-07  3.30000000e+00  1.59475000e-07  3.30000000e+00  1.59475000e-07  1.76892423e-07 
 1.59525000e-07  2.98766167e-08  1.59525000e-07  3.30000000e+00  1.59525000e-07  3.30000000e+00  1.59525000e-07 -1.76927077e-07 
 1.59575000e-07  2.98766161e-08  1.59575000e-07  3.30000000e+00  1.59575000e-07  3.30000000e+00  1.59575000e-07  1.76892423e-07 
 1.59625000e-07  2.98766160e-08  1.59625000e-07  3.30000000e+00  1.59625000e-07  3.30000000e+00  1.59625000e-07 -1.76927077e-07 
 1.59675000e-07  2.98766167e-08  1.59675000e-07  3.30000000e+00  1.59675000e-07  3.30000000e+00  1.59675000e-07  1.76892423e-07 
 1.59725000e-07  2.98766173e-08  1.59725000e-07  3.30000000e+00  1.59725000e-07  3.30000000e+00  1.59725000e-07 -1.76927077e-07 
 1.59775000e-07  2.98766164e-08  1.59775000e-07  3.30000000e+00  1.59775000e-07  3.30000000e+00  1.59775000e-07  1.76892423e-07 
 1.59825000e-07  2.98766165e-08  1.59825000e-07  3.30000000e+00  1.59825000e-07  3.30000000e+00  1.59825000e-07 -1.76927077e-07 
 1.59875000e-07  2.98766161e-08  1.59875000e-07  3.30000000e+00  1.59875000e-07  3.30000000e+00  1.59875000e-07  1.76892423e-07 
 1.59925000e-07  2.98766164e-08  1.59925000e-07  3.30000000e+00  1.59925000e-07  3.30000000e+00  1.59925000e-07 -1.76927077e-07 
 1.59975000e-07  2.98766166e-08  1.59975000e-07  3.30000000e+00  1.59975000e-07  3.30000000e+00  1.59975000e-07  1.76892423e-07 
 1.60025000e-07  2.98766168e-08  1.60025000e-07  3.30000000e+00  1.60025000e-07  3.30000000e+00  1.60025000e-07 -1.76927077e-07 
 1.60075000e-07  2.98766162e-08  1.60075000e-07  3.30000000e+00  1.60075000e-07  3.30000000e+00  1.60075000e-07  1.76892423e-07 
 1.60125000e-07  2.98766158e-08  1.60125000e-07  3.30000000e+00  1.60125000e-07  3.30000000e+00  1.60125000e-07 -1.76927077e-07 
 1.60175000e-07  2.98766161e-08  1.60175000e-07  3.30000000e+00  1.60175000e-07  3.30000000e+00  1.60175000e-07  1.76892423e-07 
 1.60225000e-07  2.98766176e-08  1.60225000e-07  3.30000000e+00  1.60225000e-07  3.30000000e+00  1.60225000e-07 -1.76927077e-07 
 1.60275000e-07  2.98766174e-08  1.60275000e-07  3.30000000e+00  1.60275000e-07  3.30000000e+00  1.60275000e-07  1.76892423e-07 
 1.60325000e-07  2.98766170e-08  1.60325000e-07  3.30000000e+00  1.60325000e-07  3.30000000e+00  1.60325000e-07 -1.76927077e-07 
 1.60375000e-07  2.98766162e-08  1.60375000e-07  3.30000000e+00  1.60375000e-07  3.30000000e+00  1.60375000e-07  1.76892423e-07 
 1.60425000e-07  2.98766162e-08  1.60425000e-07  3.30000000e+00  1.60425000e-07  3.30000000e+00  1.60425000e-07 -1.76927077e-07 
 1.60475000e-07  2.98766160e-08  1.60475000e-07  3.30000000e+00  1.60475000e-07  3.30000000e+00  1.60475000e-07  1.76892423e-07 
 1.60525000e-07  2.98766155e-08  1.60525000e-07  3.30000000e+00  1.60525000e-07  3.30000000e+00  1.60525000e-07 -1.76927077e-07 
 1.60575000e-07  2.98766161e-08  1.60575000e-07  3.30000000e+00  1.60575000e-07  3.30000000e+00  1.60575000e-07  1.76892423e-07 
 1.60625000e-07  2.98766168e-08  1.60625000e-07  3.30000000e+00  1.60625000e-07  3.30000000e+00  1.60625000e-07 -1.76927077e-07 
 1.60675000e-07  2.98766166e-08  1.60675000e-07  3.30000000e+00  1.60675000e-07  3.30000000e+00  1.60675000e-07  1.76892423e-07 
 1.60725000e-07  2.98766169e-08  1.60725000e-07  3.30000000e+00  1.60725000e-07  3.30000000e+00  1.60725000e-07 -1.76927077e-07 
 1.60775000e-07  2.98766167e-08  1.60775000e-07  3.30000000e+00  1.60775000e-07  3.30000000e+00  1.60775000e-07  1.76892423e-07 
 1.60825000e-07  2.98766167e-08  1.60825000e-07  3.30000000e+00  1.60825000e-07  3.30000000e+00  1.60825000e-07 -1.76927077e-07 
 1.60875000e-07  2.98766164e-08  1.60875000e-07  3.30000000e+00  1.60875000e-07  3.30000000e+00  1.60875000e-07  1.76892423e-07 
 1.60925000e-07  2.98766165e-08  1.60925000e-07  3.30000000e+00  1.60925000e-07  3.30000000e+00  1.60925000e-07 -1.76927077e-07 
 1.60975000e-07  2.98766167e-08  1.60975000e-07  3.30000000e+00  1.60975000e-07  3.30000000e+00  1.60975000e-07  1.76892423e-07 
 1.61025000e-07  2.98766167e-08  1.61025000e-07  3.30000000e+00  1.61025000e-07  3.30000000e+00  1.61025000e-07 -1.76927077e-07 
 1.61075000e-07  2.98766170e-08  1.61075000e-07  3.30000000e+00  1.61075000e-07  3.30000000e+00  1.61075000e-07  1.76892423e-07 
 1.61125000e-07  2.98766168e-08  1.61125000e-07  3.30000000e+00  1.61125000e-07  3.30000000e+00  1.61125000e-07 -1.76927077e-07 
 1.61175000e-07  2.98766166e-08  1.61175000e-07  3.30000000e+00  1.61175000e-07  3.30000000e+00  1.61175000e-07  1.76892423e-07 
 1.61225000e-07  2.98766166e-08  1.61225000e-07  3.30000000e+00  1.61225000e-07  3.30000000e+00  1.61225000e-07 -1.76927077e-07 
 1.61275000e-07  2.98766166e-08  1.61275000e-07  3.30000000e+00  1.61275000e-07  3.30000000e+00  1.61275000e-07  1.76892423e-07 
 1.61325000e-07  2.98766166e-08  1.61325000e-07  3.30000000e+00  1.61325000e-07  3.30000000e+00  1.61325000e-07 -1.76927077e-07 
 1.61375000e-07  2.98766160e-08  1.61375000e-07  3.30000000e+00  1.61375000e-07  3.30000000e+00  1.61375000e-07  1.76892423e-07 
 1.61425000e-07  2.98766163e-08  1.61425000e-07  3.30000000e+00  1.61425000e-07  3.30000000e+00  1.61425000e-07 -1.76927077e-07 
 1.61475000e-07  2.98766166e-08  1.61475000e-07  3.30000000e+00  1.61475000e-07  3.30000000e+00  1.61475000e-07  1.76892423e-07 
 1.61525000e-07  2.98766168e-08  1.61525000e-07  3.30000000e+00  1.61525000e-07  3.30000000e+00  1.61525000e-07 -1.76927077e-07 
 1.61575000e-07  2.98766165e-08  1.61575000e-07  3.30000000e+00  1.61575000e-07  3.30000000e+00  1.61575000e-07  1.76892423e-07 
 1.61625000e-07  2.98766165e-08  1.61625000e-07  3.30000000e+00  1.61625000e-07  3.30000000e+00  1.61625000e-07 -1.76927077e-07 
 1.61675000e-07  2.98766163e-08  1.61675000e-07  3.30000000e+00  1.61675000e-07  3.30000000e+00  1.61675000e-07  1.76892423e-07 
 1.61725000e-07  2.98766163e-08  1.61725000e-07  3.30000000e+00  1.61725000e-07  3.30000000e+00  1.61725000e-07 -1.76927077e-07 
 1.61775000e-07  2.98766160e-08  1.61775000e-07  3.30000000e+00  1.61775000e-07  3.30000000e+00  1.61775000e-07  1.76892423e-07 
 1.61825000e-07  2.98766154e-08  1.61825000e-07  3.30000000e+00  1.61825000e-07  3.30000000e+00  1.61825000e-07 -1.76927077e-07 
 1.61875000e-07  2.98766166e-08  1.61875000e-07  3.30000000e+00  1.61875000e-07  3.30000000e+00  1.61875000e-07  1.76892423e-07 
 1.61925000e-07  2.98766158e-08  1.61925000e-07  3.30000000e+00  1.61925000e-07  3.30000000e+00  1.61925000e-07 -1.76927077e-07 
 1.61975000e-07  2.98766159e-08  1.61975000e-07  3.30000000e+00  1.61975000e-07  3.30000000e+00  1.61975000e-07  1.76892423e-07 
 1.62025000e-07  2.98766165e-08  1.62025000e-07  3.30000000e+00  1.62025000e-07  3.30000000e+00  1.62025000e-07 -1.76927077e-07 
 1.62075000e-07  2.98766157e-08  1.62075000e-07  3.30000000e+00  1.62075000e-07  3.30000000e+00  1.62075000e-07  1.76892423e-07 
 1.62125000e-07  2.98766160e-08  1.62125000e-07  3.30000000e+00  1.62125000e-07  3.30000000e+00  1.62125000e-07 -1.76927077e-07 
 1.62175000e-07  2.98766168e-08  1.62175000e-07  3.30000000e+00  1.62175000e-07  3.30000000e+00  1.62175000e-07  1.76892423e-07 
 1.62225000e-07  2.98766161e-08  1.62225000e-07  3.30000000e+00  1.62225000e-07  3.30000000e+00  1.62225000e-07 -1.76927077e-07 
 1.62275000e-07  2.98766164e-08  1.62275000e-07  3.30000000e+00  1.62275000e-07  3.30000000e+00  1.62275000e-07  1.76892423e-07 
 1.62325000e-07  2.98766169e-08  1.62325000e-07  3.30000000e+00  1.62325000e-07  3.30000000e+00  1.62325000e-07 -1.76927077e-07 
 1.62375000e-07  2.98766160e-08  1.62375000e-07  3.30000000e+00  1.62375000e-07  3.30000000e+00  1.62375000e-07  1.76892423e-07 
 1.62425000e-07  2.98766161e-08  1.62425000e-07  3.30000000e+00  1.62425000e-07  3.30000000e+00  1.62425000e-07 -1.76927077e-07 
 1.62475000e-07  2.98766170e-08  1.62475000e-07  3.30000000e+00  1.62475000e-07  3.30000000e+00  1.62475000e-07  1.76892423e-07 
 1.62525000e-07  2.98766167e-08  1.62525000e-07  3.30000000e+00  1.62525000e-07  3.30000000e+00  1.62525000e-07 -1.76927077e-07 
 1.62575000e-07  2.98766157e-08  1.62575000e-07  3.30000000e+00  1.62575000e-07  3.30000000e+00  1.62575000e-07  1.76892423e-07 
 1.62625000e-07  2.98766162e-08  1.62625000e-07  3.30000000e+00  1.62625000e-07  3.30000000e+00  1.62625000e-07 -1.76927077e-07 
 1.62675000e-07  2.98766167e-08  1.62675000e-07  3.30000000e+00  1.62675000e-07  3.30000000e+00  1.62675000e-07  1.76892423e-07 
 1.62725000e-07  2.98766169e-08  1.62725000e-07  3.30000000e+00  1.62725000e-07  3.30000000e+00  1.62725000e-07 -1.76927077e-07 
 1.62775000e-07  2.98766165e-08  1.62775000e-07  3.30000000e+00  1.62775000e-07  3.30000000e+00  1.62775000e-07  1.76892423e-07 
 1.62825000e-07  2.98766164e-08  1.62825000e-07  3.30000000e+00  1.62825000e-07  3.30000000e+00  1.62825000e-07 -1.76927077e-07 
 1.62875000e-07  2.98766161e-08  1.62875000e-07  3.30000000e+00  1.62875000e-07  3.30000000e+00  1.62875000e-07  1.76892423e-07 
 1.62925000e-07  2.98766164e-08  1.62925000e-07  3.30000000e+00  1.62925000e-07  3.30000000e+00  1.62925000e-07 -1.76927077e-07 
 1.62975000e-07  2.98766161e-08  1.62975000e-07  3.30000000e+00  1.62975000e-07  3.30000000e+00  1.62975000e-07  1.76892423e-07 
 1.63025000e-07  2.98766165e-08  1.63025000e-07  3.30000000e+00  1.63025000e-07  3.30000000e+00  1.63025000e-07 -1.76927077e-07 
 1.63075000e-07  2.98766165e-08  1.63075000e-07  3.30000000e+00  1.63075000e-07  3.30000000e+00  1.63075000e-07  1.76892423e-07 
 1.63125000e-07  2.98766166e-08  1.63125000e-07  3.30000000e+00  1.63125000e-07  3.30000000e+00  1.63125000e-07 -1.76927077e-07 
 1.63175000e-07  2.98766166e-08  1.63175000e-07  3.30000000e+00  1.63175000e-07  3.30000000e+00  1.63175000e-07  1.76892423e-07 
 1.63225000e-07  2.98766164e-08  1.63225000e-07  3.30000000e+00  1.63225000e-07  3.30000000e+00  1.63225000e-07 -1.76927077e-07 
 1.63275000e-07  2.98766161e-08  1.63275000e-07  3.30000000e+00  1.63275000e-07  3.30000000e+00  1.63275000e-07  1.76892423e-07 
 1.63325000e-07  2.98766162e-08  1.63325000e-07  3.30000000e+00  1.63325000e-07  3.30000000e+00  1.63325000e-07 -1.76927077e-07 
 1.63375000e-07  2.98766165e-08  1.63375000e-07  3.30000000e+00  1.63375000e-07  3.30000000e+00  1.63375000e-07  1.76892423e-07 
 1.63425000e-07  2.98766167e-08  1.63425000e-07  3.30000000e+00  1.63425000e-07  3.30000000e+00  1.63425000e-07 -1.76927077e-07 
 1.63475000e-07  2.98766169e-08  1.63475000e-07  3.30000000e+00  1.63475000e-07  3.30000000e+00  1.63475000e-07  1.76892423e-07 
 1.63525000e-07  2.98766166e-08  1.63525000e-07  3.30000000e+00  1.63525000e-07  3.30000000e+00  1.63525000e-07 -1.76927077e-07 
 1.63575000e-07  2.98766168e-08  1.63575000e-07  3.30000000e+00  1.63575000e-07  3.30000000e+00  1.63575000e-07  1.76892423e-07 
 1.63625000e-07  2.98766163e-08  1.63625000e-07  3.30000000e+00  1.63625000e-07  3.30000000e+00  1.63625000e-07 -1.76927077e-07 
 1.63675000e-07  2.98766163e-08  1.63675000e-07  3.30000000e+00  1.63675000e-07  3.30000000e+00  1.63675000e-07  1.76892423e-07 
 1.63725000e-07  2.98766162e-08  1.63725000e-07  3.30000000e+00  1.63725000e-07  3.30000000e+00  1.63725000e-07 -1.76927077e-07 
 1.63775000e-07  2.98766168e-08  1.63775000e-07  3.30000000e+00  1.63775000e-07  3.30000000e+00  1.63775000e-07  1.76892423e-07 
 1.63825000e-07  2.98766171e-08  1.63825000e-07  3.30000000e+00  1.63825000e-07  3.30000000e+00  1.63825000e-07 -1.76927077e-07 
 1.63875000e-07  2.98766166e-08  1.63875000e-07  3.30000000e+00  1.63875000e-07  3.30000000e+00  1.63875000e-07  1.76892423e-07 
 1.63925000e-07  2.98766164e-08  1.63925000e-07  3.30000000e+00  1.63925000e-07  3.30000000e+00  1.63925000e-07 -1.76927077e-07 
 1.63975000e-07  2.98766160e-08  1.63975000e-07  3.30000000e+00  1.63975000e-07  3.30000000e+00  1.63975000e-07  1.76892423e-07 
 1.64025000e-07  2.98766162e-08  1.64025000e-07  3.30000000e+00  1.64025000e-07  3.30000000e+00  1.64025000e-07 -1.76927077e-07 
 1.64075000e-07  2.98766171e-08  1.64075000e-07  3.30000000e+00  1.64075000e-07  3.30000000e+00  1.64075000e-07  1.76892423e-07 
 1.64125000e-07  2.98766170e-08  1.64125000e-07  3.30000000e+00  1.64125000e-07  3.30000000e+00  1.64125000e-07 -1.76927077e-07 
 1.64175000e-07  2.98766170e-08  1.64175000e-07  3.30000000e+00  1.64175000e-07  3.30000000e+00  1.64175000e-07  1.76892423e-07 
 1.64225000e-07  2.98766175e-08  1.64225000e-07  3.30000000e+00  1.64225000e-07  3.30000000e+00  1.64225000e-07 -1.76927077e-07 
 1.64275000e-07  2.98766178e-08  1.64275000e-07  3.30000000e+00  1.64275000e-07  3.30000000e+00  1.64275000e-07  1.76892423e-07 
 1.64325000e-07  2.98766173e-08  1.64325000e-07  3.30000000e+00  1.64325000e-07  3.30000000e+00  1.64325000e-07 -1.76927077e-07 
 1.64375000e-07  2.98766170e-08  1.64375000e-07  3.30000000e+00  1.64375000e-07  3.30000000e+00  1.64375000e-07  1.76892423e-07 
 1.64425000e-07  2.98766166e-08  1.64425000e-07  3.30000000e+00  1.64425000e-07  3.30000000e+00  1.64425000e-07 -1.76927077e-07 
 1.64475000e-07  2.98766167e-08  1.64475000e-07  3.30000000e+00  1.64475000e-07  3.30000000e+00  1.64475000e-07  1.76892423e-07 
 1.64525000e-07  2.98766171e-08  1.64525000e-07  3.30000000e+00  1.64525000e-07  3.30000000e+00  1.64525000e-07 -1.76927077e-07 
 1.64575000e-07  2.98766165e-08  1.64575000e-07  3.30000000e+00  1.64575000e-07  3.30000000e+00  1.64575000e-07  1.76892423e-07 
 1.64625000e-07  2.98766167e-08  1.64625000e-07  3.30000000e+00  1.64625000e-07  3.30000000e+00  1.64625000e-07 -1.76927077e-07 
 1.64675000e-07  2.98766162e-08  1.64675000e-07  3.30000000e+00  1.64675000e-07  3.30000000e+00  1.64675000e-07  1.76892423e-07 
 1.64725000e-07  2.98766165e-08  1.64725000e-07  3.30000000e+00  1.64725000e-07  3.30000000e+00  1.64725000e-07 -1.76927077e-07 
 1.64775000e-07  2.98766166e-08  1.64775000e-07  3.30000000e+00  1.64775000e-07  3.30000000e+00  1.64775000e-07  1.76892423e-07 
 1.64825000e-07  2.98766163e-08  1.64825000e-07  3.30000000e+00  1.64825000e-07  3.30000000e+00  1.64825000e-07 -1.76927077e-07 
 1.64875000e-07  2.98766162e-08  1.64875000e-07  3.30000000e+00  1.64875000e-07  3.30000000e+00  1.64875000e-07  1.76892423e-07 
 1.64925000e-07  2.98766171e-08  1.64925000e-07  3.30000000e+00  1.64925000e-07  3.30000000e+00  1.64925000e-07 -1.76927077e-07 
 1.64975000e-07  2.98766166e-08  1.64975000e-07  3.30000000e+00  1.64975000e-07  3.30000000e+00  1.64975000e-07  1.76892423e-07 
 1.65025000e-07  2.98766162e-08  1.65025000e-07  3.30000000e+00  1.65025000e-07  3.30000000e+00  1.65025000e-07 -1.76927077e-07 
 1.65075000e-07  2.98766165e-08  1.65075000e-07  3.30000000e+00  1.65075000e-07  3.30000000e+00  1.65075000e-07  1.76892423e-07 
 1.65125000e-07  2.98766162e-08  1.65125000e-07  3.30000000e+00  1.65125000e-07  3.30000000e+00  1.65125000e-07 -1.76927077e-07 
 1.65175000e-07  2.98766162e-08  1.65175000e-07  3.30000000e+00  1.65175000e-07  3.30000000e+00  1.65175000e-07  1.76892423e-07 
 1.65225000e-07  2.98766165e-08  1.65225000e-07  3.30000000e+00  1.65225000e-07  3.30000000e+00  1.65225000e-07 -1.76927077e-07 
 1.65275000e-07  2.98766171e-08  1.65275000e-07  3.30000000e+00  1.65275000e-07  3.30000000e+00  1.65275000e-07  1.76892423e-07 
 1.65325000e-07  2.98766164e-08  1.65325000e-07  3.30000000e+00  1.65325000e-07  3.30000000e+00  1.65325000e-07 -1.76927077e-07 
 1.65375000e-07  2.98766170e-08  1.65375000e-07  3.30000000e+00  1.65375000e-07  3.30000000e+00  1.65375000e-07  1.76892423e-07 
 1.65425000e-07  2.98766167e-08  1.65425000e-07  3.30000000e+00  1.65425000e-07  3.30000000e+00  1.65425000e-07 -1.76927077e-07 
 1.65475000e-07  2.98766158e-08  1.65475000e-07  3.30000000e+00  1.65475000e-07  3.30000000e+00  1.65475000e-07  1.76892423e-07 
 1.65525000e-07  2.98766161e-08  1.65525000e-07  3.30000000e+00  1.65525000e-07  3.30000000e+00  1.65525000e-07 -1.76927077e-07 
 1.65575000e-07  2.98766167e-08  1.65575000e-07  3.30000000e+00  1.65575000e-07  3.30000000e+00  1.65575000e-07  1.76892423e-07 
 1.65625000e-07  2.98766170e-08  1.65625000e-07  3.30000000e+00  1.65625000e-07  3.30000000e+00  1.65625000e-07 -1.76927077e-07 
 1.65675000e-07  2.98766167e-08  1.65675000e-07  3.30000000e+00  1.65675000e-07  3.30000000e+00  1.65675000e-07  1.76892423e-07 
 1.65725000e-07  2.98766163e-08  1.65725000e-07  3.30000000e+00  1.65725000e-07  3.30000000e+00  1.65725000e-07 -1.76927077e-07 
 1.65775000e-07  2.98766162e-08  1.65775000e-07  3.30000000e+00  1.65775000e-07  3.30000000e+00  1.65775000e-07  1.76892423e-07 
 1.65825000e-07  2.98766157e-08  1.65825000e-07  3.30000000e+00  1.65825000e-07  3.30000000e+00  1.65825000e-07 -1.76927077e-07 
 1.65875000e-07  2.98766162e-08  1.65875000e-07  3.30000000e+00  1.65875000e-07  3.30000000e+00  1.65875000e-07  1.76892423e-07 
 1.65925000e-07  2.98766171e-08  1.65925000e-07  3.30000000e+00  1.65925000e-07  3.30000000e+00  1.65925000e-07 -1.76927077e-07 
 1.65975000e-07  2.98766172e-08  1.65975000e-07  3.30000000e+00  1.65975000e-07  3.30000000e+00  1.65975000e-07  1.76892423e-07 
 1.66025000e-07  2.98766164e-08  1.66025000e-07  3.30000000e+00  1.66025000e-07  3.30000000e+00  1.66025000e-07 -1.76927077e-07 
 1.66075000e-07  2.98766167e-08  1.66075000e-07  3.30000000e+00  1.66075000e-07  3.30000000e+00  1.66075000e-07  1.76892423e-07 
 1.66125000e-07  2.98766164e-08  1.66125000e-07  3.30000000e+00  1.66125000e-07  3.30000000e+00  1.66125000e-07 -1.76927077e-07 
 1.66175000e-07  2.98766164e-08  1.66175000e-07  3.30000000e+00  1.66175000e-07  3.30000000e+00  1.66175000e-07  1.76892423e-07 
 1.66225000e-07  2.98766164e-08  1.66225000e-07  3.30000000e+00  1.66225000e-07  3.30000000e+00  1.66225000e-07 -1.76927077e-07 
 1.66275000e-07  2.98766162e-08  1.66275000e-07  3.30000000e+00  1.66275000e-07  3.30000000e+00  1.66275000e-07  1.76892423e-07 
 1.66325000e-07  2.98766165e-08  1.66325000e-07  3.30000000e+00  1.66325000e-07  3.30000000e+00  1.66325000e-07 -1.76927077e-07 
 1.66375000e-07  2.98766165e-08  1.66375000e-07  3.30000000e+00  1.66375000e-07  3.30000000e+00  1.66375000e-07  1.76892423e-07 
 1.66425000e-07  2.98766163e-08  1.66425000e-07  3.30000000e+00  1.66425000e-07  3.30000000e+00  1.66425000e-07 -1.76927077e-07 
 1.66475000e-07  2.98766166e-08  1.66475000e-07  3.30000000e+00  1.66475000e-07  3.30000000e+00  1.66475000e-07  1.76892423e-07 
 1.66525000e-07  2.98766169e-08  1.66525000e-07  3.30000000e+00  1.66525000e-07  3.30000000e+00  1.66525000e-07 -1.76927077e-07 
 1.66575000e-07  2.98766168e-08  1.66575000e-07  3.30000000e+00  1.66575000e-07  3.30000000e+00  1.66575000e-07  1.76892423e-07 
 1.66625000e-07  2.98766163e-08  1.66625000e-07  3.30000000e+00  1.66625000e-07  3.30000000e+00  1.66625000e-07 -1.76927077e-07 
 1.66675000e-07  2.98766164e-08  1.66675000e-07  3.30000000e+00  1.66675000e-07  3.30000000e+00  1.66675000e-07  1.76892423e-07 
 1.66725000e-07  2.98766172e-08  1.66725000e-07  3.30000000e+00  1.66725000e-07  3.30000000e+00  1.66725000e-07 -1.76927077e-07 
 1.66775000e-07  2.98766171e-08  1.66775000e-07  3.30000000e+00  1.66775000e-07  3.30000000e+00  1.66775000e-07  1.76892423e-07 
 1.66825000e-07  2.98766172e-08  1.66825000e-07  3.30000000e+00  1.66825000e-07  3.30000000e+00  1.66825000e-07 -1.76927077e-07 
 1.66875000e-07  2.98766168e-08  1.66875000e-07  3.30000000e+00  1.66875000e-07  3.30000000e+00  1.66875000e-07  1.76892423e-07 
 1.66925000e-07  2.98766165e-08  1.66925000e-07  3.30000000e+00  1.66925000e-07  3.30000000e+00  1.66925000e-07 -1.76927077e-07 
 1.66975000e-07  2.98766161e-08  1.66975000e-07  3.30000000e+00  1.66975000e-07  3.30000000e+00  1.66975000e-07  1.76892423e-07 
 1.67025000e-07  2.98766158e-08  1.67025000e-07  3.30000000e+00  1.67025000e-07  3.30000000e+00  1.67025000e-07 -1.76927077e-07 
 1.67075000e-07  2.98766164e-08  1.67075000e-07  3.30000000e+00  1.67075000e-07  3.30000000e+00  1.67075000e-07  1.76892423e-07 
